,date,hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa,location
2287,1997-08-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1997,8,119.17,118.17,South Atlantic Division
2288,1997-09-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1997,9,119.05,118.2,South Atlantic Division
2289,1997-10-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1997,10,119.29,118.69,South Atlantic Division
2290,1997-11-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1997,11,119.9,119.44,South Atlantic Division
2291,1997-12-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1997,12,119.96,119.72,South Atlantic Division
2292,1998-01-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1998,1,120.01,119.78,South Atlantic Division
2293,1998-02-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1998,2,120.8,120.58,South Atlantic Division
2294,1998-03-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1998,3,121.39,120.88,South Atlantic Division
2295,1998-04-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1998,4,122.0,121.39,South Atlantic Division
2296,1998-05-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1998,5,122.43,121.76,South Atlantic Division
2297,1998-06-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1998,6,123.55,122.36,South Atlantic Division
2298,1998-07-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1998,7,123.62,122.68,South Atlantic Division
2299,1998-08-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1998,8,123.88,122.86,South Atlantic Division
2300,1998-09-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1998,9,124.67,123.77,South Atlantic Division
2301,1998-10-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1998,10,124.75,124.07,South Atlantic Division
2302,1998-11-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1998,11,125.16,124.74,South Atlantic Division
2303,1998-12-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1998,12,125.55,125.29,South Atlantic Division
2304,1999-01-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1999,1,126.27,126.03,South Atlantic Division
2305,1999-02-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1999,2,126.84,126.6,South Atlantic Division
2306,1999-03-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1999,3,127.51,127.04,South Atlantic Division
2307,1999-04-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1999,4,128.32,127.65,South Atlantic Division
2308,1999-05-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1999,5,129.33,128.53,South Atlantic Division
2309,1999-06-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1999,6,129.98,128.7,South Atlantic Division
2310,1999-07-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1999,7,130.56,129.49,South Atlantic Division
2311,1999-08-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1999,8,131.2,130.17,South Atlantic Division
2312,1999-09-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1999,9,131.24,130.26,South Atlantic Division
2313,1999-10-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1999,10,132.23,131.45,South Atlantic Division
2314,1999-11-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1999,11,132.18,131.79,South Atlantic Division
2315,1999-12-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,1999,12,132.43,132.15,South Atlantic Division
2316,2000-01-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,1,133.56,133.33,South Atlantic Division
2317,2000-02-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,2,133.96,133.68,South Atlantic Division
2318,2000-03-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,3,134.73,134.31,South Atlantic Division
2319,2000-04-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,4,136.13,135.38,South Atlantic Division
2320,2000-05-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,5,136.94,136.0,South Atlantic Division
2321,2000-06-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,6,138.25,136.89,South Atlantic Division
2322,2000-07-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,7,138.87,137.62,South Atlantic Division
2323,2000-08-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,8,139.07,137.97,South Atlantic Division
2324,2000-09-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,9,139.97,138.87,South Atlantic Division
2325,2000-10-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,10,140.26,139.37,South Atlantic Division
2326,2000-11-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,11,140.57,140.16,South Atlantic Division
2327,2000-12-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,12,141.78,141.49,South Atlantic Division
2328,2001-01-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2001,1,142.47,142.28,South Atlantic Division
2329,2001-02-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2001,2,142.92,142.62,South Atlantic Division
2330,2001-03-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2001,3,144.64,144.28,South Atlantic Division
2331,2001-04-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2001,4,145.77,144.99,South Atlantic Division
2332,2001-05-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2001,5,146.47,145.41,South Atlantic Division
2333,2001-06-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2001,6,147.7,146.27,South Atlantic Division
2334,2001-07-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2001,7,149.01,147.57,South Atlantic Division
2335,2001-08-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2001,8,149.57,148.36,South Atlantic Division
2336,2001-09-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2001,9,149.97,148.73,South Atlantic Division
2337,2001-10-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2001,10,151.0,149.99,South Atlantic Division
2338,2001-11-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2001,11,150.77,150.3,South Atlantic Division
2339,2001-12-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2001,12,151.87,151.59,South Atlantic Division
2340,2002-01-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2002,1,152.55,152.46,South Atlantic Division
2341,2002-02-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2002,2,154.22,153.96,South Atlantic Division
2342,2002-03-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2002,3,154.75,154.41,South Atlantic Division
2343,2002-04-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2002,4,156.24,155.43,South Atlantic Division
2344,2002-05-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2002,5,157.69,156.51,South Atlantic Division
2345,2002-06-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2002,6,158.95,157.4,South Atlantic Division
2346,2002-07-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2002,7,159.96,158.36,South Atlantic Division
2347,2002-08-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2002,8,160.53,159.1,South Atlantic Division
2348,2002-09-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2002,9,162.31,160.92,South Atlantic Division
2349,2002-10-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2002,10,162.82,161.71,South Atlantic Division
2350,2002-11-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2002,11,163.38,162.8,South Atlantic Division
2351,2002-12-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2002,12,164.4,164.12,South Atlantic Division
2352,2003-01-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2003,1,164.78,164.83,South Atlantic Division
2353,2003-02-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2003,2,166.45,166.27,South Atlantic Division
2354,2003-03-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2003,3,167.33,166.93,South Atlantic Division
2355,2003-04-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2003,4,168.81,167.95,South Atlantic Division
2356,2003-05-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2003,5,170.57,169.22,South Atlantic Division
2357,2003-06-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2003,6,172.2,170.46,South Atlantic Division
2358,2003-07-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2003,7,173.76,172.01,South Atlantic Division
2359,2003-08-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2003,8,174.28,172.6,South Atlantic Division
2360,2003-09-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2003,9,175.55,173.99,South Atlantic Division
2361,2003-10-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2003,10,176.44,175.22,South Atlantic Division
2362,2003-11-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2003,11,177.65,176.91,South Atlantic Division
2363,2003-12-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2003,12,178.36,178.1,South Atlantic Division
2364,2004-01-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2004,1,179.86,180.13,South Atlantic Division
2365,2004-02-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2004,2,181.18,181.09,South Atlantic Division
2366,2004-03-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2004,3,183.64,183.12,South Atlantic Division
2367,2004-04-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2004,4,185.92,184.91,South Atlantic Division
2368,2004-05-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2004,5,188.76,187.16,South Atlantic Division
2369,2004-06-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2004,6,190.98,188.95,South Atlantic Division
2370,2004-07-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2004,7,193.28,191.39,South Atlantic Division
2371,2004-08-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2004,8,195.46,193.43,South Atlantic Division
2372,2004-09-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2004,9,197.26,195.49,South Atlantic Division
2373,2004-10-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2004,10,198.79,197.45,South Atlantic Division
2374,2004-11-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2004,11,200.01,199.15,South Atlantic Division
2375,2004-12-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2004,12,201.95,201.74,South Atlantic Division
2376,2005-01-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2005,1,203.89,204.46,South Atlantic Division
2377,2005-02-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2005,2,206.07,206.11,South Atlantic Division
2378,2005-03-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2005,3,209.99,209.27,South Atlantic Division
2379,2005-04-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2005,4,212.55,211.21,South Atlantic Division
2380,2005-05-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2005,5,216.13,214.17,South Atlantic Division
2381,2005-06-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2005,6,220.16,217.65,South Atlantic Division
2382,2005-07-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2005,7,222.36,220.17,South Atlantic Division
2383,2005-08-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2005,8,225.39,222.94,South Atlantic Division
2384,2005-09-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2005,9,226.87,224.85,South Atlantic Division
2385,2005-10-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2005,10,228.1,226.55,South Atlantic Division
2386,2005-11-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2005,11,230.29,229.38,South Atlantic Division
2387,2005-12-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2005,12,231.4,231.29,South Atlantic Division
2388,2006-01-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2006,1,232.63,233.53,South Atlantic Division
2389,2006-02-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2006,2,233.14,233.29,South Atlantic Division
2390,2006-03-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2006,3,235.96,235.02,South Atlantic Division
2391,2006-04-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2006,4,237.51,235.75,South Atlantic Division
2392,2006-05-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2006,5,238.45,236.12,South Atlantic Division
2393,2006-06-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2006,6,239.36,236.39,South Atlantic Division
2394,2006-07-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2006,7,239.07,236.55,South Atlantic Division
2395,2006-08-01,traditional,purchase-only,monthly,USA or Census Division,South Atlantic Division,DV_SA,2006,8,240.47,237.82,South Atlantic Division
